image,width,height,left,top,right,bottom,question
https://toloka-cdn.azureedge.net/wsdmcup2023/000000140338.jpg,640,426,420,291,470,353,What do we use to put a label on something?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000140831.jpg,640,480,33,390,149,472,What likes to hunt mice?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000140903.jpg,640,480,445,250,504,312,What should people do when they finish eating?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000141510.jpg,427,640,220,181,246,208,What tells the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000141798.jpg,425,640,253,294,296,314,Where can I sit?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000141993.jpg,480,640,220,278,266,312,What is used to indicate time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000142478.jpg,640,424,29,107,144,303,What utensil do you use to eat apart from a spoon?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000143959.jpg,640,480,151,188,240,357,Which modern device is use to make calls
https://toloka-cdn.azureedge.net/wsdmcup2023/000000144486.jpg,640,546,417,86,639,179,what do we use to cut bread
https://toloka-cdn.azureedge.net/wsdmcup2023/000000145028.jpg,640,480,283,142,639,222,What can be used to ride waves?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000145896.jpg,640,399,265,164,316,211,What do we use to tell the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000145967.jpg,480,640,308,222,368,343,What are the four Round thing that allow a car to drive?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000147327.jpg,335,500,185,256,261,369,What can I use for skating?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000147560.jpg,640,460,331,298,390,330,What can you use to play ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000148282.jpg,360,480,108,125,133,137,What do we use for sun protection?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000148629.jpg,640,480,229,174,380,327,Where can we know the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000149679.jpg,640,480,366,59,393,74,What do we use to protect our heads when riding bicycle?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000149812.jpg,427,640,337,197,363,215,What is the man hitting?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000150062.jpg,640,480,203,229,233,255,What is the dog chasing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000150550.jpg,428,640,198,181,395,312,What can I use to travel fast?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000150577.jpg,426,640,276,186,307,208,What can I use to keep my money and cards?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000150918.jpg,640,480,319,121,586,380,where do i drink?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000152338.jpg,480,640,200,145,261,256,Who mends the shop?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000152901.jpg,640,422,0,90,82,226,Where we keep the trash?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000153496.jpg,640,426,52,176,544,269,What sign is used for displaying the road name ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000153676.jpg,640,427,308,27,345,67,who tells you're late?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000153833.jpg,640,428,1,26,15,34,What eats insects?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000154213.jpg,500,375,380,120,499,332,what is used to cut stuff?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000154585.jpg,640,426,347,47,396,219,What could be used to stir something?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000154745.jpg,640,640,371,94,623,318,Where do we store vegetables?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000155055.jpg,640,360,411,33,551,333,What do you usually open and close that blocks a pathway?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000155133.jpg,640,426,397,178,539,262,What do we use to record an image?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000157204.jpg,480,640,95,53,479,162,What is used to cut food?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000157474.jpg,480,640,53,492,180,579,What can we place on the floor for comfort?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000157764.jpg,640,480,222,120,352,225,Where do you watch the news
https://toloka-cdn.azureedge.net/wsdmcup2023/000000159236.jpg,424,640,0,421,113,639,Where can we place our items?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000159371.jpg,640,480,532,287,591,355,Where is the object with which I can dry the tears?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000159391.jpg,640,340,0,74,232,226,Who is the world's largest animal?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000160286.jpg,640,427,323,351,456,396,What can I use to skate?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000160574.jpg,640,449,450,3,471,37,What is an object used to contain drinking liquids called?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000160838.jpg,640,424,369,60,574,229,What protects us from the rain
https://toloka-cdn.azureedge.net/wsdmcup2023/000000161324.jpg,640,480,404,155,484,200,what do people wear on heads?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000161856.jpg,480,640,125,295,265,418,What protects her from the snow?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000162061.jpg,640,427,328,19,368,96,"What is used to lift and move heavy loads, machines, materials, and goods for a variety of purposes?"
https://toloka-cdn.azureedge.net/wsdmcup2023/000000162712.jpg,640,427,249,130,280,154,What protects driver’s head?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000162846.jpg,640,480,110,50,136,65,What can I use to take a picture?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000163118.jpg,640,426,272,52,321,84,What equipment is needed for playing frisbee?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000163364.jpg,640,427,277,188,495,320,What ecofriendly vehicle can I drive?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000163474.jpg,480,640,97,438,330,638,What do we ride in a helmet?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000164264.jpg,640,480,605,175,638,213,What do women usually use to carry on personal things ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000165699.jpg,640,480,307,161,400,253,Where can we see time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000165860.jpg,640,480,203,214,307,256,What is the man eating?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000166344.jpg,600,469,86,313,306,464,What is portable and has IT technology?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000166358.jpg,640,480,50,263,86,274,What can you sit in and glide through snow?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000167044.jpg,640,426,584,97,638,391,What tool can I cut and pick food with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000167235.jpg,480,640,202,424,235,442,What do we use to put items while travelling?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000167427.jpg,500,324,318,81,346,110,What is used to make calls?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000168272.jpg,427,640,255,255,286,275,What device people use to call each other?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000168837.jpg,640,406,174,259,375,385,What can we deliver to our beloved to show affection?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000170208.jpg,640,427,318,277,450,359,What do we use for surfing?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000170605.jpg,640,483,347,157,464,190,What vehicle that most common when you travel long distances through the air?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000171310.jpg,640,480,12,157,205,456,What is used to hold flowers on display?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000173006.jpg,640,480,378,279,492,308,What can be used for burning on a fire?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000173008.jpg,640,480,524,266,588,308,Where do you place beverages to carry it?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000173132.jpg,640,480,428,267,454,300,What is used to signify distance on the road?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000173296.jpg,500,332,197,124,226,176,What do we use to wrap an item?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000173491.jpg,500,375,184,95,220,127,What can I throw away?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000174353.jpg,500,271,165,118,291,217,Where can I bake cookies?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000174475.jpg,425,640,95,197,215,267,What signs help to find the location?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000174511.jpg,640,480,29,394,100,467,"What do people use to operate another device from a distance, usually wirelessly?"
https://toloka-cdn.azureedge.net/wsdmcup2023/000000174775.jpg,640,480,401,135,555,233,What do we wear to protect us from the rain?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000174813.jpg,640,296,162,223,203,288,What is used to caution the driver on road
https://toloka-cdn.azureedge.net/wsdmcup2023/000000174964.jpg,640,480,483,278,555,330,What equipment is used in room ventilation?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000175056.jpg,483,640,99,115,132,211,what do we use in sanitization?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000175642.jpg,640,427,159,199,259,304,what is the name given to people who use a surfboard?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000176285.jpg,640,480,494,362,541,425,What is the number of arms an octopus have?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000176506.jpg,480,640,350,13,479,58,What do i use to brush my teeth?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000176941.jpg,640,480,440,158,639,479,What's the animal who barks?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000176994.jpg,640,455,24,237,65,420,what can be used to dig holes?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000177420.jpg,500,375,21,72,47,117,where do we plug our charger to?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000177471.jpg,500,333,217,113,239,125,What is meant for direction?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000177533.jpg,640,480,130,220,244,348,What thing do we use to light up a room?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000177780.jpg,640,480,216,308,265,368,What will I carry my belongings in?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000178089.jpg,640,330,344,146,403,251,Who glides over snow?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000179327.jpg,500,500,388,338,439,356,What is used to carry pet food?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000179782.jpg,480,640,267,0,316,305,What do you use to pick food?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000181216.jpg,640,480,179,68,493,224,What can I eat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000181848.jpg,480,640,310,542,444,639,What is taken when one is thirsty?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000182022.jpg,640,428,192,107,254,189,Where can I keep all of my books?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000182609.jpg,640,428,0,286,449,347,What helps us eat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000185526.jpg,640,427,49,0,214,122,Where do people usually stay to prevent being cold and avoid harmful environment?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000186388.jpg,640,480,139,310,263,394,What can I board to get to town?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000187681.jpg,640,508,417,322,465,392,What do we use to hold a ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000187757.jpg,640,640,389,306,639,636,What can I use to chop the vegetables?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000187846.jpg,640,480,191,205,275,295,What can be used to tell time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000188637.jpg,427,640,147,224,273,346,Which  creature flies and settles on branches
https://toloka-cdn.azureedge.net/wsdmcup2023/000000189017.jpg,640,425,353,25,379,271,what is the mark for the bus to stop?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000189775.jpg,640,480,102,147,168,217,what do we use to strike when we play tennis
https://toloka-cdn.azureedge.net/wsdmcup2023/000000190140.jpg,640,428,353,154,434,302,Which one can bark?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000190167.jpg,640,480,234,342,265,374,Who usually is the dog's bestfriend?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000190466.jpg,500,333,293,172,345,251,What can run very fast?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000190667.jpg,500,375,256,295,314,335,What we use to select stuff in a pc
https://toloka-cdn.azureedge.net/wsdmcup2023/000000190753.jpg,640,478,203,311,253,331,Which game requires two players?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000191366.jpg,489,640,442,194,480,219,What is used to protect the head in a baseball match ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000191403.jpg,640,480,164,47,436,477,What can I use to communicate?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000191448.jpg,500,332,123,24,202,109,What does he cover his head with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000192331.jpg,480,640,33,173,52,348,What can cut?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000192847.jpg,640,480,300,7,424,195,What is the thing we use as a shelter as a human ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000193710.jpg,640,360,556,238,623,359,Which accessories people wear to show time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000194374.jpg,492,640,122,394,189,515,What can bark?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000195186.jpg,640,480,27,119,165,201,What do we use on the head to protect us against the sun or rain?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000196149.jpg,427,640,159,598,267,636,What is the thing we put on our feet when we're going out ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000196420.jpg,640,438,79,173,209,267,What does Boeing manufacture?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000196503.jpg,340,455,70,48,116,89,what do we use in feeding the baby animals?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000196567.jpg,640,427,257,200,354,340,Where can I read some history?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000197378.jpg,500,375,1,198,204,238,Where do we plug in the wire to connect in cpu
https://toloka-cdn.azureedge.net/wsdmcup2023/000000198222.jpg,480,640,94,243,397,325,What do we use to define adresses on the roads ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000198705.jpg,480,640,47,211,101,346,What is used to communicate via audio signal?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000198934.jpg,640,480,287,177,398,232,What protects the head from the sun?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000199718.jpg,640,427,280,216,332,306,WHAT DO WE USE TO PLAY WITH ADOG?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000200065.jpg,640,427,344,141,372,278,What do we use to hit the ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000201066.jpg,426,640,298,388,348,475,What can I use to clean up?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000201570.jpg,640,480,405,179,433,198,What can I wear to protect my head from the sun?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000202462.jpg,640,426,269,101,308,150,What do we use to see the room more efficiently?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000202661.jpg,375,500,120,67,214,296,What can you usually find in artifaçts gallery?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000204036.jpg,640,480,0,248,116,432,What do you use to transport deceased?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000204583.jpg,640,640,418,57,467,152,where we'd put the ashes of a dead person?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000204676.jpg,500,334,253,192,343,278,What do we use for skating?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000205876.jpg,640,427,260,202,294,237,What lays eggs?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000206468.jpg,640,425,340,317,384,352,What can i use to skate?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000206644.jpg,640,427,268,234,477,385,What item do we use to tell time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000209288.jpg,325,500,87,212,223,366,Which animal uses a sand box?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000209673.jpg,500,375,12,44,249,273,Who barks a lot?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000209926.jpg,431,640,249,371,255,375,What item can be use to tell the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000209972.jpg,640,299,331,44,453,243,What do you use to sail?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000210053.jpg,640,480,511,71,610,235,where do you enter the room
https://toloka-cdn.azureedge.net/wsdmcup2023/000000210230.jpg,640,457,397,52,527,135,What can be worn to cover head from sun?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000210604.jpg,427,640,274,178,317,201,What is a toy that can be played mid air
https://toloka-cdn.azureedge.net/wsdmcup2023/000000211312.jpg,333,500,9,450,36,477,Where can we keep out belongings?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000211340.jpg,640,640,272,401,406,512,What can you use to guide your dog?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000211493.jpg,640,282,108,37,267,168,What type of animal is mans bestfriend?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000211844.jpg,640,480,522,0,639,151,What can we grow our flowers in
https://toloka-cdn.azureedge.net/wsdmcup2023/000000212292.jpg,640,480,401,153,457,173,What is the brand name?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000213113.jpg,478,640,178,312,251,337,What is used to cook food in?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000213138.jpg,640,480,113,265,202,298,What do we usually drive at the airport?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000213426.jpg,426,640,142,427,218,604,What can I use to protect my mobile?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000214231.jpg,480,640,201,464,256,524,what do you use to check the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000215487.jpg,640,431,192,102,305,300,Who has good balancing skills?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000215627.jpg,612,612,271,339,362,387,What is cut in birthdays?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000216681.jpg,640,640,443,181,509,233,What can move human on air?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000217026.jpg,640,481,201,252,285,364,Which animal is known as humans best friend?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000217230.jpg,640,478,325,113,389,346,What likes to push a cart?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000218147.jpg,640,480,358,55,533,286,What can be used as a topping?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000218711.jpg,640,480,220,244,285,283,What do we hit the ball with in baseball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000220906.jpg,640,426,289,19,363,237,What makes car not to go?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000221565.jpg,640,400,586,223,622,287,What do we use to protect ourselves from cold?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000221914.jpg,640,427,156,53,486,345,What can be eaten?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000222309.jpg,640,427,214,191,348,331,Who can practice sports?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000222936.jpg,640,426,201,289,637,393,What do you use to cover from rain?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000222961.jpg,640,480,519,390,551,426,What can I use to make the sign stop from falling?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000223304.jpg,640,461,26,233,288,421,What animal is normally used for riding?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000224067.jpg,640,424,496,272,578,300,What can I read ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000224224.jpg,640,480,183,1,340,33,What is a nice decoration that you can hang called?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000224241.jpg,640,512,181,162,210,174,What protects our hair from dust?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000224869.jpg,640,480,315,217,389,322,what is leaning?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000228018.jpg,612,612,172,84,264,231,Where can I take water from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000228123.jpg,640,427,308,281,506,316,What is used to surf the water ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000229189.jpg,640,448,106,211,162,297,What is the most common way to travel?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000229688.jpg,640,427,0,21,77,100,What can we use to watch news?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000229733.jpg,640,425,302,160,440,424,What likes to feed on tall trees canopy
https://toloka-cdn.azureedge.net/wsdmcup2023/000000231064.jpg,500,375,441,281,462,298,What can I use to make juice?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000231318.jpg,640,428,91,129,209,210,What signifies an item as a gift?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000231604.jpg,640,480,437,236,458,295,What do you call the materials that are retrieved from trees?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000231939.jpg,640,359,385,52,518,84,Where do we learn the name of the cities?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000231997.jpg,640,546,577,198,610,232,What do we hit while playing baseball?.
https://toloka-cdn.azureedge.net/wsdmcup2023/000000232373.jpg,482,640,0,47,183,269,what's in the garden?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000232449.jpg,640,425,99,121,127,154,What indicates that people cannot advance?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000233376.jpg,500,375,343,110,382,144,What can we use to not leave the head unprotected?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000233471.jpg,463,640,12,15,36,40,What is being thrown in the game of tennis?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000233840.jpg,500,375,153,101,409,348,What food do you usually buy at Subways?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000234470.jpg,640,360,270,234,415,265,Where can you put the foods?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000235165.jpg,640,427,343,155,479,168,Where can we go to look at historical and scientific displays and exhibits?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000236866.jpg,640,427,87,28,159,200,what do surfers use?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000237321.jpg,640,432,84,194,217,239,What do we use to ride the waves?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000238023.jpg,640,400,134,43,427,274,What can I use to have air dominance during war?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000239001.jpg,500,375,250,188,288,274,Which animal is that walking?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000240072.jpg,426,640,179,96,249,145,What we wear to protect head from sun?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000240755.jpg,640,480,258,159,434,331,What eats mice?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000242385.jpg,640,428,429,85,526,227,What sport is practiced by Brazilian Pedro Scooby?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000242897.jpg,429,640,133,235,262,523,What animal that produces milk?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000242992.jpg,640,499,593,284,631,331,Where can home appliances get electricity from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000243130.jpg,640,427,66,258,271,399,Where do we put things we need when traveling?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000243282.jpg,640,480,104,181,289,478,what do you use to cut your food?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000243669.jpg,640,480,332,283,357,286,What is used to change TV channels?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000243777.jpg,640,480,351,255,410,389,what is the name of the item where you pour a soft drink into it and drink a soft drink?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000244109.jpg,640,427,183,251,303,334,what do you use to change the channel?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000245674.jpg,640,480,322,242,441,284,Where can one write celebration messages?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000246066.jpg,640,459,554,194,616,284,What is used to store dust?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000246995.jpg,480,640,172,229,449,518,Where can we make a call?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000247931.jpg,500,333,299,267,387,332,What do we use to relieve ourselves?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000249261.jpg,640,480,397,268,440,300,Who manufactured the train?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000249372.jpg,420,640,62,440,195,503,Where can you store your personal belongings?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000250292.jpg,640,480,437,222,444,309,What is made to be held while riding on snow?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000250926.jpg,333,500,275,156,321,201,What is used as a decoration for Christmas?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000251241.jpg,640,480,150,166,199,194,What is used to cut the nails?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000251425.jpg,640,322,360,190,388,307,What guides road users?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000252877.jpg,427,640,201,276,323,504,what is mammal that usually live in north pole?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000252892.jpg,500,375,223,128,292,201,What did he cover his head with
https://toloka-cdn.azureedge.net/wsdmcup2023/000000254482.jpg,640,427,293,57,366,189,What do you use to dry your face?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000255569.jpg,543,640,396,12,434,109,What is a descendant of an avian dinosaurs?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000255631.jpg,640,366,353,100,424,182,What is used for light?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000255633.jpg,640,458,220,164,417,294,What is a vehicle that can fly and used for war?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000256120.jpg,640,427,250,48,375,114,Which brand is well known for street food?.
https://toloka-cdn.azureedge.net/wsdmcup2023/000000258128.jpg,426,640,186,21,243,110,which carving can be represented to recreate the view evoking human figures
https://toloka-cdn.azureedge.net/wsdmcup2023/000000258260.jpg,640,426,228,182,251,227,What was opened to drink from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000260887.jpg,480,640,103,378,169,550,What do you play tennis with
https://toloka-cdn.azureedge.net/wsdmcup2023/000000261664.jpg,500,375,190,260,261,317,Where do animals eat from?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000262390.jpg,640,457,381,9,470,56,What protects the head from sun?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000262492.jpg,640,424,302,272,366,300,What thrusts a jet forward?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000262552.jpg,500,331,300,137,454,280,What is used to serve condiments?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000262893.jpg,640,458,387,314,441,370,What do you hit with bat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000264682.jpg,427,640,69,315,170,483,Who is walking?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000264959.jpg,640,480,213,131,386,412,What kids play with?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000265938.jpg,640,427,196,261,267,299,What is inflatable?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000266774.jpg,640,427,326,245,377,368,Who climbs to snowy mountain ?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000267499.jpg,640,434,278,88,341,125,What will hit the tennis ball?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000268397.jpg,640,480,435,284,546,407,Where does air come from in the room?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000268869.jpg,427,640,307,392,341,639,What is used for chasing animals?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000269037.jpg,640,480,517,143,533,157,What do we use to protect our head from sunlight?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000269466.jpg,500,375,324,196,466,333,Who works?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000269649.jpg,640,427,52,137,239,281,What does the sign say?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000269949.jpg,427,640,0,545,93,596,which is the best means of transportation to use on roads?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000270188.jpg,640,480,490,11,623,213,What holds liquid?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000270738.jpg,640,601,121,326,146,352,What can I hit with the bat?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000271117.jpg,500,375,424,261,474,298,What object tells us the time?
https://toloka-cdn.azureedge.net/wsdmcup2023/000000271266.jpg,640,400,167,310,181,323,what is used for landing
